PeriodFrom,PeriodTo,CarbonIntensity,CarbonIntensityRolling,Asset_load,New_asset_load,New_asset_load_rolling
2024-06-01 23:30:00,2024-06-02 00:00:00,159,,1,1,
2024-06-02 00:00:00,2024-06-02 00:30:00,163,,1,1,
2024-06-02 00:30:00,2024-06-02 01:00:00,160,,1,1,
2024-06-02 01:00:00,2024-06-02 01:30:00,151,,1,1,
2024-06-02 01:30:00,2024-06-02 02:00:00,129,,1,1,
2024-06-02 02:00:00,2024-06-02 02:30:00,114,,1,1,
2024-06-02 02:30:00,2024-06-02 03:00:00,120,,1,1,
2024-06-02 03:00:00,2024-06-02 03:30:00,117,,1,1,
2024-06-02 03:30:00,2024-06-02 04:00:00,127,,1,1,
2024-06-02 04:00:00,2024-06-02 04:30:00,140,,1,1,
2024-06-02 04:30:00,2024-06-02 05:00:00,144,,1,1,
2024-06-02 05:00:00,2024-06-02 05:30:00,149,,1,1,
2024-06-02 05:30:00,2024-06-02 06:00:00,135,,1,1,
2024-06-02 06:00:00,2024-06-02 06:30:00,133,,1,1,
2024-06-02 06:30:00,2024-06-02 07:00:00,133,,1,1,
2024-06-02 07:00:00,2024-06-02 07:30:00,131,,1,1,
2024-06-02 07:30:00,2024-06-02 08:00:00,122,,1,1,
2024-06-02 08:00:00,2024-06-02 08:30:00,112,,1,1,
2024-06-02 08:30:00,2024-06-02 09:00:00,98,,1,1,
2024-06-02 09:00:00,2024-06-02 09:30:00,93,,1,1,
2024-06-02 09:30:00,2024-06-02 10:00:00,92,,1,1,
2024-06-02 10:00:00,2024-06-02 10:30:00,75,,1,1,
2024-06-02 10:30:00,2024-06-02 11:00:00,64,,1,1,
2024-06-02 11:00:00,2024-06-02 11:30:00,63,,1,1,
2024-06-02 11:30:00,2024-06-02 12:00:00,69,,1,1,
2024-06-02 12:00:00,2024-06-02 12:30:00,104,,1,1,
2024-06-02 12:30:00,2024-06-02 13:00:00,102,,1,1,
2024-06-02 13:00:00,2024-06-02 13:30:00,103,,1,1,
2024-06-02 13:30:00,2024-06-02 14:00:00,112,,1,1,
2024-06-02 14:00:00,2024-06-02 14:30:00,118,,1,1,
2024-06-02 14:30:00,2024-06-02 15:00:00,144,,1,1,
2024-06-02 15:00:00,2024-06-02 15:30:00,160,,1,1,
2024-06-02 15:30:00,2024-06-02 16:00:00,182,,1,1,
2024-06-02 16:00:00,2024-06-02 16:30:00,213,,1,1,
2024-06-02 16:30:00,2024-06-02 17:00:00,234,,1,1,
2024-06-02 17:00:00,2024-06-02 17:30:00,245,,1,1,
2024-06-02 17:30:00,2024-06-02 18:00:00,248,,1,1,
2024-06-02 18:00:00,2024-06-02 18:30:00,250,,1,1,
2024-06-02 18:30:00,2024-06-02 19:00:00,252,,1,1,
2024-06-02 19:00:00,2024-06-02 19:30:00,255,,1,1,
2024-06-02 19:30:00,2024-06-02 20:00:00,260,,1,1,
2024-06-02 20:00:00,2024-06-02 20:30:00,260,,1,1,
2024-06-02 20:30:00,2024-06-02 21:00:00,258,,1,1,
2024-06-02 21:00:00,2024-06-02 21:30:00,251,,1,1,
2024-06-02 21:30:00,2024-06-02 22:00:00,235,,1,1,
2024-06-02 22:00:00,2024-06-02 22:30:00,215,,1,1,
2024-06-02 22:30:00,2024-06-02 23:00:00,200,,1,1,
2024-06-02 23:00:00,2024-06-02 23:30:00,194,,1,1,
2024-06-02 23:30:00,2024-06-03 00:00:00,199,,1,1,
2024-06-03 00:00:00,2024-06-03 00:30:00,187,,1,1,
2024-06-03 00:30:00,2024-06-03 01:00:00,178,,1,1,
2024-06-03 01:00:00,2024-06-03 01:30:00,166,,1,1,
2024-06-03 01:30:00,2024-06-03 02:00:00,161,,1,1,
2024-06-03 02:00:00,2024-06-03 02:30:00,183,,1,1,
2024-06-03 02:30:00,2024-06-03 03:00:00,170,,1,1,
2024-06-03 03:00:00,2024-06-03 03:30:00,177,,1,1,
2024-06-03 03:30:00,2024-06-03 04:00:00,185,,1,1,
2024-06-03 04:00:00,2024-06-03 04:30:00,192,,1,1,
2024-06-03 04:30:00,2024-06-03 05:00:00,204,,1,1,
2024-06-03 05:00:00,2024-06-03 05:30:00,220,,1,1,
2024-06-03 05:30:00,2024-06-03 06:00:00,215,,1,1,
2024-06-03 06:00:00,2024-06-03 06:30:00,210,,1,1,
2024-06-03 06:30:00,2024-06-03 07:00:00,207,,1,1,
2024-06-03 07:00:00,2024-06-03 07:30:00,194,,1,1,
2024-06-03 07:30:00,2024-06-03 08:00:00,182,,1,1,
2024-06-03 08:00:00,2024-06-03 08:30:00,189,,1,1,
2024-06-03 08:30:00,2024-06-03 09:00:00,187,,1,1,
2024-06-03 09:00:00,2024-06-03 09:30:00,174,,1,1,
2024-06-03 09:30:00,2024-06-03 10:00:00,177,,1,1,
2024-06-03 10:00:00,2024-06-03 10:30:00,187,,1,1,
2024-06-03 10:30:00,2024-06-03 11:00:00,193,,1,1,
2024-06-03 11:00:00,2024-06-03 11:30:00,186,,1,1,
2024-06-03 11:30:00,2024-06-03 12:00:00,196,,1,1,
2024-06-03 12:00:00,2024-06-03 12:30:00,200,,1,1,
2024-06-03 12:30:00,2024-06-03 13:00:00,199,,1,1,
2024-06-03 13:00:00,2024-06-03 13:30:00,204,,1,1,
2024-06-03 13:30:00,2024-06-03 14:00:00,204,,1,1,
2024-06-03 14:00:00,2024-06-03 14:30:00,221,,1,1,
2024-06-03 14:30:00,2024-06-03 15:00:00,241,,1,1,
2024-06-03 15:00:00,2024-06-03 15:30:00,256,,1,1,
2024-06-03 15:30:00,2024-06-03 16:00:00,267,,1,1,
2024-06-03 16:00:00,2024-06-03 16:30:00,285,,1,1,
2024-06-03 16:30:00,2024-06-03 17:00:00,282,,1,1,
2024-06-03 17:00:00,2024-06-03 17:30:00,292,,1,1,
2024-06-03 17:30:00,2024-06-03 18:00:00,299,,1,1,
2024-06-03 18:00:00,2024-06-03 18:30:00,309,,1,1,
2024-06-03 18:30:00,2024-06-03 19:00:00,308,,1,1,
2024-06-03 19:00:00,2024-06-03 19:30:00,289,,1,1,
2024-06-03 19:30:00,2024-06-03 20:00:00,293,,1,1,
2024-06-03 20:00:00,2024-06-03 20:30:00,295,,1,1,
2024-06-03 20:30:00,2024-06-03 21:00:00,289,,1,1,
2024-06-03 21:00:00,2024-06-03 21:30:00,277,,1,1,
2024-06-03 21:30:00,2024-06-03 22:00:00,248,,1,1,
2024-06-03 22:00:00,2024-06-03 22:30:00,225,,1,1,
2024-06-03 22:30:00,2024-06-03 23:00:00,219,,1,1,
2024-06-03 23:00:00,2024-06-03 23:30:00,210,,1,1,
2024-06-03 23:30:00,2024-06-04 00:00:00,188,,1,1,
2024-06-04 00:00:00,2024-06-04 00:30:00,174,,1,1,
2024-06-04 00:30:00,2024-06-04 01:00:00,176,,1,1,
2024-06-04 01:00:00,2024-06-04 01:30:00,169,189.26,1,1,1.0
2024-06-04 01:30:00,2024-06-04 02:00:00,165,189.32,1,0,0.99
2024-06-04 02:00:00,2024-06-04 02:30:00,169,189.38,1,1,0.99
2024-06-04 02:30:00,2024-06-04 03:00:00,179,189.57,1,1,0.99
2024-06-04 03:00:00,2024-06-04 03:30:00,177,189.83,1,1,0.99
2024-06-04 03:30:00,2024-06-04 04:00:00,179,190.33,1,1,0.99
2024-06-04 04:00:00,2024-06-04 04:30:00,183,191.02,1,1,0.99
2024-06-04 04:30:00,2024-06-04 05:00:00,167,191.49,1,1,0.99
2024-06-04 05:00:00,2024-06-04 05:30:00,169,192.01,1,1,0.99
2024-06-04 05:30:00,2024-06-04 06:00:00,176,192.5,1,1,0.99
2024-06-04 06:00:00,2024-06-04 06:30:00,171,192.81,1,1,0.99
2024-06-04 06:30:00,2024-06-04 07:00:00,171,193.08,1,0,0.98
2024-06-04 07:00:00,2024-06-04 07:30:00,160,193.19,1,1,0.98
2024-06-04 07:30:00,2024-06-04 08:00:00,137,193.21,1,1,0.98
2024-06-04 08:00:00,2024-06-04 08:30:00,122,193.1,1,1,0.98
2024-06-04 08:30:00,2024-06-04 09:00:00,125,193.02,1,1,0.98
2024-06-04 09:00:00,2024-06-04 09:30:00,123,192.94,1,1,0.98
2024-06-04 09:30:00,2024-06-04 10:00:00,103,192.75,1,1,0.98
2024-06-04 10:00:00,2024-06-04 10:30:00,97,192.6,1,1,0.98
2024-06-04 10:30:00,2024-06-04 11:00:00,95,192.57,1,1,0.98
2024-06-04 11:00:00,2024-06-04 11:30:00,89,192.53,1,1,0.98
2024-06-04 11:30:00,2024-06-04 12:00:00,80,192.41,1,0,0.97
2024-06-04 12:00:00,2024-06-04 12:30:00,28,191.94,1,1,0.97
2024-06-04 12:30:00,2024-06-04 13:00:00,60,191.9,1,1,0.97
2024-06-04 13:00:00,2024-06-04 13:30:00,68,191.95,1,1,0.97
2024-06-04 13:30:00,2024-06-04 14:00:00,71,191.97,1,1,0.97
2024-06-04 14:00:00,2024-06-04 14:30:00,76,191.69,1,1,0.97
2024-06-04 14:30:00,2024-06-04 15:00:00,78,191.45,1,1,0.97
2024-06-04 15:00:00,2024-06-04 15:30:00,85,191.27,1,1,0.97
2024-06-04 15:30:00,2024-06-04 16:00:00,88,191.03,1,1,0.97
2024-06-04 16:00:00,2024-06-04 16:30:00,100,190.85,1,1,0.97
2024-06-04 16:30:00,2024-06-04 17:00:00,111,190.52,1,0,0.96
2024-06-04 17:00:00,2024-06-04 17:30:00,118,190.1,1,1,0.96
2024-06-04 17:30:00,2024-06-04 18:00:00,113,189.41,1,1,0.96
2024-06-04 18:00:00,2024-06-04 18:30:00,125,188.53,1,1,0.96
2024-06-04 18:30:00,2024-06-04 19:00:00,124,187.43,1,1,0.96
2024-06-04 19:00:00,2024-06-04 19:30:00,122,186.2,1,1,0.96
2024-06-04 19:30:00,2024-06-04 20:00:00,124,184.96,1,1,0.96
2024-06-04 20:00:00,2024-06-04 20:30:00,126,183.72,1,1,0.96
2024-06-04 20:30:00,2024-06-04 21:00:00,121,182.41,1,1,0.96
2024-06-04 21:00:00,2024-06-04 21:30:00,85,180.71,1,1,0.96
2024-06-04 21:30:00,2024-06-04 22:00:00,75,178.86,1,0,0.95
2024-06-04 22:00:00,2024-06-04 22:30:00,74,177.0,1,1,0.95
2024-06-04 22:30:00,2024-06-04 23:00:00,89,175.31,1,1,0.95
2024-06-04 23:00:00,2024-06-04 23:30:00,119,173.99,1,1,0.95
2024-06-04 23:30:00,2024-06-05 00:00:00,112,172.76,1,1,0.95
2024-06-05 00:00:00,2024-06-05 00:30:00,101,171.62,1,1,0.95
2024-06-05 00:30:00,2024-06-05 01:00:00,96,170.58,1,1,0.95
2024-06-05 01:00:00,2024-06-05 01:30:00,99,169.63,1,1,0.95
2024-06-05 01:30:00,2024-06-05 02:00:00,104,168.68,1,1,0.95
2024-06-05 02:00:00,2024-06-05 02:30:00,108,167.89,1,1,0.95
2024-06-05 02:30:00,2024-06-05 03:00:00,109,167.2,1,0,0.94
2024-06-05 03:00:00,2024-06-05 03:30:00,115,166.69,1,1,0.94
2024-06-05 03:30:00,2024-06-05 04:00:00,116,166.24,1,1,0.94
2024-06-05 04:00:00,2024-06-05 04:30:00,121,165.62,1,1,0.94
2024-06-05 04:30:00,2024-06-05 05:00:00,114,165.06,1,1,0.94
2024-06-05 05:00:00,2024-06-05 05:30:00,116,164.45,1,1,0.94
2024-06-05 05:30:00,2024-06-05 06:00:00,111,163.71,1,1,0.94
2024-06-05 06:00:00,2024-06-05 06:30:00,105,162.84,1,1,0.94
2024-06-05 06:30:00,2024-06-05 07:00:00,95,161.75,1,1,0.94
2024-06-05 07:00:00,2024-06-05 07:30:00,86,160.41,1,1,0.94
2024-06-05 07:30:00,2024-06-05 08:00:00,90,159.16,1,0,0.93
2024-06-05 08:00:00,2024-06-05 08:30:00,82,157.88,1,1,0.93
2024-06-05 08:30:00,2024-06-05 09:00:00,64,156.45,1,1,0.93
2024-06-05 09:00:00,2024-06-05 09:30:00,54,155.05,1,1,0.93
2024-06-05 09:30:00,2024-06-05 10:00:00,57,153.8,1,1,0.93
2024-06-05 10:00:00,2024-06-05 10:30:00,57,152.48,1,1,0.93
2024-06-05 10:30:00,2024-06-05 11:00:00,56,151.17,1,1,0.93
2024-06-05 11:00:00,2024-06-05 11:30:00,49,149.92,1,1,0.93
2024-06-05 11:30:00,2024-06-05 12:00:00,54,148.69,1,1,0.93
2024-06-05 12:00:00,2024-06-05 12:30:00,48,147.3,1,1,0.93
2024-06-05 12:30:00,2024-06-05 13:00:00,52,145.89,1,0,0.92
2024-06-05 13:00:00,2024-06-05 13:30:00,53,144.56,1,1,0.92
2024-06-05 13:30:00,2024-06-05 14:00:00,60,143.2,1,1,0.92
2024-06-05 14:00:00,2024-06-05 14:30:00,74,141.94,1,1,0.92
2024-06-05 14:30:00,2024-06-05 15:00:00,71,140.66,1,1,0.92
2024-06-05 15:00:00,2024-06-05 15:30:00,75,139.37,1,1,0.92
2024-06-05 15:30:00,2024-06-05 16:00:00,86,138.19,1,1,0.92
2024-06-05 16:00:00,2024-06-05 16:30:00,100,136.98,1,1,0.92
2024-06-05 16:30:00,2024-06-05 17:00:00,137,135.94,1,1,0.92
2024-06-05 17:00:00,2024-06-05 17:30:00,157,134.95,1,1,0.92
2024-06-05 17:30:00,2024-06-05 18:00:00,174,134.02,1,0,0.91
2024-06-05 18:00:00,2024-06-05 18:30:00,187,133.04,1,1,0.91
2024-06-05 18:30:00,2024-06-05 19:00:00,199,132.21,1,1,0.91
2024-06-05 19:00:00,2024-06-05 19:30:00,206,131.35,1,1,0.91
2024-06-05 19:30:00,2024-06-05 20:00:00,204,130.4,1,1,0.91
2024-06-05 20:00:00,2024-06-05 20:30:00,201,129.32,1,1,0.91
2024-06-05 20:30:00,2024-06-05 21:00:00,196,128.2,1,1,0.91
2024-06-05 21:00:00,2024-06-05 21:30:00,182,127.13,1,1,0.91
2024-06-05 21:30:00,2024-06-05 22:00:00,157,125.77,1,1,0.91
2024-06-05 22:00:00,2024-06-05 22:30:00,140,124.22,1,1,0.91
2024-06-05 22:30:00,2024-06-05 23:00:00,138,122.71,1,0,0.9
2024-06-05 23:00:00,2024-06-05 23:30:00,133,121.27,1,1,0.9
2024-06-05 23:30:00,2024-06-06 00:00:00,111,119.9,1,1,0.9
2024-06-06 00:00:00,2024-06-06 00:30:00,117,118.82,1,1,0.9
2024-06-06 00:30:00,2024-06-06 01:00:00,117,117.8,1,1,0.9
2024-06-06 01:00:00,2024-06-06 01:30:00,121,116.91,1,1,0.9
2024-06-06 01:30:00,2024-06-06 02:00:00,124,116.27,1,1,0.9
2024-06-06 02:00:00,2024-06-06 02:30:00,132,115.85,1,1,0.9
2024-06-06 02:30:00,2024-06-06 03:00:00,130,115.39,1,1,0.9
2024-06-06 03:00:00,2024-06-06 03:30:00,131,115.01,1,1,0.9
2024-06-06 03:30:00,2024-06-06 04:00:00,141,114.77,1,0,0.9
2024-06-06 04:00:00,2024-06-06 04:30:00,158,114.66,1,1,0.9
2024-06-06 04:30:00,2024-06-06 05:00:00,177,114.64,1,1,0.9
2024-06-06 05:00:00,2024-06-06 05:30:00,198,114.85,1,1,0.9
2024-06-06 05:30:00,2024-06-06 06:00:00,209,115.15,1,1,0.9
2024-06-06 06:00:00,2024-06-06 06:30:00,199,115.31,1,1,0.9
2024-06-06 06:30:00,2024-06-06 07:00:00,207,115.71,1,1,0.9
2024-06-06 07:00:00,2024-06-06 07:30:00,196,115.98,1,1,0.9
2024-06-06 07:30:00,2024-06-06 08:00:00,170,115.92,1,1,0.9
2024-06-06 08:00:00,2024-06-06 08:30:00,156,115.77,1,1,0.9
2024-06-06 08:30:00,2024-06-06 09:00:00,136,115.42,1,0,0.9
2024-06-06 09:00:00,2024-06-06 09:30:00,122,115.04,1,1,0.9
2024-06-06 09:30:00,2024-06-06 10:00:00,113,114.8,1,1,0.9
2024-06-06 10:00:00,2024-06-06 10:30:00,109,114.67,1,1,0.9
2024-06-06 10:30:00,2024-06-06 11:00:00,102,114.44,1,1,0.9
2024-06-06 11:00:00,2024-06-06 11:30:00,107,114.28,1,1,0.9
2024-06-06 11:30:00,2024-06-06 12:00:00,98,114.23,1,1,0.9
2024-06-06 12:00:00,2024-06-06 12:30:00,96,114.22,1,1,0.9
2024-06-06 12:30:00,2024-06-06 13:00:00,91,114.18,1,13,1.02
2024-06-06 13:00:00,2024-06-06 13:30:00,94,114.23,1,1,1.02
2024-06-06 13:30:00,2024-06-06 14:00:00,97,114.4,1,1,1.03
2024-06-06 14:00:00,2024-06-06 14:30:00,112,115.24,1,1,1.03
2024-06-06 14:30:00,2024-06-06 15:00:00,119,115.83,1,1,1.03
2024-06-06 15:00:00,2024-06-06 15:30:00,130,116.45,1,1,1.03
2024-06-06 15:30:00,2024-06-06 16:00:00,202,117.76,1,1,1.03
2024-06-06 16:00:00,2024-06-06 16:30:00,220,119.2,1,1,1.03
2024-06-06 16:30:00,2024-06-06 17:00:00,247,120.89,1,1,1.03
2024-06-06 17:00:00,2024-06-06 17:30:00,260,122.64,1,1,1.03
2024-06-06 17:30:00,2024-06-06 18:00:00,273,124.49,1,1,1.03
2024-06-06 18:00:00,2024-06-06 18:30:00,275,126.24,1,1,1.03
2024-06-06 18:30:00,2024-06-06 19:00:00,262,127.75,1,0,1.03
2024-06-06 19:00:00,2024-06-06 19:30:00,263,129.2,1,1,1.03
2024-06-06 19:30:00,2024-06-06 20:00:00,246,130.53,1,1,1.03
2024-06-06 20:00:00,2024-06-06 20:30:00,231,131.59,1,1,1.03
2024-06-06 20:30:00,2024-06-06 21:00:00,234,132.69,1,1,1.03
2024-06-06 21:00:00,2024-06-06 21:30:00,234,133.81,1,1,1.03
2024-06-06 21:30:00,2024-06-06 22:00:00,206,134.63,1,1,1.03
2024-06-06 22:00:00,2024-06-06 22:30:00,179,135.16,1,1,1.03
2024-06-06 22:30:00,2024-06-06 23:00:00,173,135.68,1,1,1.03
2024-06-06 23:00:00,2024-06-06 23:30:00,170,136.53,1,1,1.03
2024-06-06 23:30:00,2024-06-07 00:00:00,187,137.65,1,0,1.03
2024-06-07 00:00:00,2024-06-07 00:30:00,186,138.77,1,1,1.03
2024-06-07 00:30:00,2024-06-07 01:00:00,185,139.73,1,1,1.03
2024-06-07 01:00:00,2024-06-07 01:30:00,181,140.35,1,1,1.03
2024-06-07 01:30:00,2024-06-07 02:00:00,178,141.01,1,1,1.03
2024-06-07 02:00:00,2024-06-07 02:30:00,182,141.82,1,1,1.03
2024-06-07 02:30:00,2024-06-07 03:00:00,183,142.69,1,1,1.03
2024-06-07 03:00:00,2024-06-07 03:30:00,178,143.48,1,1,1.03
2024-06-07 03:30:00,2024-06-07 04:00:00,184,144.28,1,1,1.03
2024-06-07 04:00:00,2024-06-07 04:30:00,182,145.02,1,1,1.03
2024-06-07 04:30:00,2024-06-07 05:00:00,182,145.75,1,0,1.03
2024-06-07 05:00:00,2024-06-07 05:30:00,177,146.37,1,1,1.03
2024-06-07 05:30:00,2024-06-07 06:00:00,175,146.96,1,1,1.03
2024-06-07 06:00:00,2024-06-07 06:30:00,157,147.32,1,1,1.03
2024-06-07 06:30:00,2024-06-07 07:00:00,123,147.41,1,1,1.03
2024-06-07 07:00:00,2024-06-07 07:30:00,104,147.29,1,1,1.03
2024-06-07 07:30:00,2024-06-07 08:00:00,87,147.05,1,1,1.03
2024-06-07 08:00:00,2024-06-07 08:30:00,67,146.67,1,1,1.03
2024-06-07 08:30:00,2024-06-07 09:00:00,56,146.28,1,1,1.03
2024-06-07 09:00:00,2024-06-07 09:30:00,50,145.92,1,1,1.03
2024-06-07 09:30:00,2024-06-07 10:00:00,56,145.58,1,0,1.03
2024-06-07 10:00:00,2024-06-07 10:30:00,66,145.42,1,1,1.03
2024-06-07 10:30:00,2024-06-07 11:00:00,62,145.4,1,1,1.03
2024-06-07 11:00:00,2024-06-07 11:30:00,62,145.48,1,1,1.03
2024-06-07 11:30:00,2024-06-07 12:00:00,65,145.56,1,1,1.03
2024-06-07 12:00:00,2024-06-07 12:30:00,66,145.65,1,1,1.03
2024-06-07 12:30:00,2024-06-07 13:00:00,73,145.82,1,1,1.03
2024-06-07 13:00:00,2024-06-07 13:30:00,71,146.04,1,1,1.03
2024-06-07 13:30:00,2024-06-07 14:00:00,74,146.24,1,1,1.03
2024-06-07 14:00:00,2024-06-07 14:30:00,76,146.52,1,1,1.03
2024-06-07 14:30:00,2024-06-07 15:00:00,86,146.86,1,0,1.03
2024-06-07 15:00:00,2024-06-07 15:30:00,114,147.47,1,1,1.03
2024-06-07 15:30:00,2024-06-07 16:00:00,134,148.21,1,1,1.03
2024-06-07 16:00:00,2024-06-07 16:30:00,161,149.08,1,1,1.03
2024-06-07 16:30:00,2024-06-07 17:00:00,187,150.24,1,1,1.03
2024-06-07 17:00:00,2024-06-07 17:30:00,207,151.56,1,1,1.03
2024-06-07 17:30:00,2024-06-07 18:00:00,228,152.98,1,1,1.03
2024-06-07 18:00:00,2024-06-07 18:30:00,236,154.34,1,1,1.03
2024-06-07 18:30:00,2024-06-07 19:00:00,238,155.35,1,1,1.03
2024-06-07 19:00:00,2024-06-07 19:30:00,240,156.18,1,1,1.03
2024-06-07 19:30:00,2024-06-07 20:00:00,247,156.91,1,0,1.03
2024-06-07 20:00:00,2024-06-07 20:30:00,249,157.53,1,1,1.03
2024-06-07 20:30:00,2024-06-07 21:00:00,241,157.95,1,1,1.03
2024-06-07 21:00:00,2024-06-07 21:30:00,226,158.15,1,1,1.03
2024-06-07 21:30:00,2024-06-07 22:00:00,189,158.0,1,1,1.03
2024-06-07 22:00:00,2024-06-07 22:30:00,153,157.52,1,1,1.03
