Period from,Period to,Agile Import price (p/kWh),Agile Export price (p/kWh),Price_moving_avg,Asset_load,New_asset_load,New_asset_load_rolling
2024-06-27 01:00:00,2024-06-27 01:30:00,14.74,7.38,19.2562,1,1,0.9
2024-06-27 01:30:00,2024-06-27 02:00:00,14.49,7.27,19.2436,1,1,0.9
2024-06-27 02:00:00,2024-06-27 02:30:00,13.42,6.79,19.236,1,1,0.9
2024-06-27 02:30:00,2024-06-27 03:00:00,11.78,6.05,19.2152,1,1,0.9
2024-06-27 03:00:00,2024-06-27 03:30:00,11.87,6.09,19.1921,1,1,0.9
2024-06-27 03:30:00,2024-06-27 04:00:00,12.26,6.27,19.1694,1,1,0.9
2024-06-27 04:00:00,2024-06-27 04:30:00,12.81,6.51,19.1557,1,1,0.9
2024-06-27 04:30:00,2024-06-27 05:00:00,11.55,5.95,19.130499999999998,1,2,0.91
2024-06-27 05:00:00,2024-06-27 05:30:00,11.42,5.89,19.1124,1,0,0.91
2024-06-27 05:30:00,2024-06-27 06:00:00,13.48,6.81,19.1204,1,1,0.91
2024-06-27 06:00:00,2024-06-27 06:30:00,18.08,8.87,19.1368,1,1,0.91
2024-06-27 06:30:00,2024-06-27 07:00:00,20.5,9.95,19.1896,1,1,0.91
2024-06-27 07:00:00,2024-06-27 07:30:00,18.06,8.86,19.1916,1,1,0.91
2024-06-27 07:30:00,2024-06-27 08:00:00,20.16,9.8,19.2252,1,1,0.91
2024-06-27 08:00:00,2024-06-27 08:30:00,16.65,8.23,19.1922,1,1,0.91
2024-06-27 08:30:00,2024-06-27 09:00:00,15.33,7.64,19.1248,1,1,0.91
2024-06-27 09:00:00,2024-06-27 09:30:00,13.23,6.7,19.0704,1,1,0.91
2024-06-27 09:30:00,2024-06-27 10:00:00,10.5,5.48,18.9486,1,2,0.92
2024-06-27 10:00:00,2024-06-27 10:30:00,9.45,5.01,18.8499,1,0,0.92
2024-06-27 10:30:00,2024-06-27 11:00:00,8.4,4.54,18.7518,1,1,0.92
2024-06-27 11:00:00,2024-06-27 11:30:00,7.17,3.99,18.639499999999998,1,1,0.92
2024-06-27 11:30:00,2024-06-27 12:00:00,5.88,3.41,18.5303,1,1,0.92
2024-06-27 12:00:00,2024-06-27 12:30:00,4.2,2.66,18.4205,1,1,0.92
2024-06-27 12:30:00,2024-06-27 13:00:00,3.15,2.19,18.3029,1,1,0.92
2024-06-27 13:00:00,2024-06-27 13:30:00,2.52,1.91,18.1737,1,1,0.92
2024-06-27 13:30:00,2024-06-27 14:00:00,1.68,1.53,18.0366,1,2,0.93
2024-06-27 14:00:00,2024-06-27 14:30:00,2.52,1.91,17.9054,1,1,0.93
2024-06-27 14:30:00,2024-06-27 15:00:00,1.68,1.53,17.7676,1,1,0.93
2024-06-27 15:00:00,2024-06-27 15:30:00,1.61,1.5,17.6308,1,2,0.95
2024-06-27 15:30:00,2024-06-27 16:00:00,3.46,2.33,17.5136,1,1,0.95
2024-06-27 16:00:00,2024-06-27 16:30:00,19.53,9.21,17.5579,1,1,0.95
2024-06-27 16:30:00,2024-06-27 17:00:00,23.1,10.81,17.6375,1,1,0.95
2024-06-27 17:00:00,2024-06-27 17:30:00,25.12,11.71,17.736900000000002,1,1,0.95
2024-06-27 17:30:00,2024-06-27 18:00:00,26.98,12.55,17.8479,1,1,0.95
2024-06-27 18:00:00,2024-06-27 18:30:00,29.24,13.56,17.8322,1,1,0.95
2024-06-27 18:30:00,2024-06-27 19:00:00,29.59,13.71,17.7988,1,1,0.95
2024-06-27 19:00:00,2024-06-27 19:30:00,17.47,8.6,17.648,1,1,0.95
2024-06-27 19:30:00,2024-06-27 20:00:00,17.22,8.49,17.4773,1,1,0.95
2024-06-27 20:00:00,2024-06-27 20:30:00,17.64,8.68,17.2843,1,1,0.96
2024-06-27 20:30:00,2024-06-27 21:00:00,15.96,7.92,17.077,1,1,0.96
2024-06-27 21:00:00,2024-06-27 21:30:00,16.84,8.32,17.0026,1,1,0.96
2024-06-27 21:30:00,2024-06-27 22:00:00,15.75,7.83,16.9236,1,1,0.96
2024-06-27 22:00:00,2024-06-27 22:30:00,15.22,7.6,16.854,1,1,0.96
2024-06-27 22:30:00,2024-06-27 23:00:00,11.76,6.04,16.7593,1,1,0.96
2024-06-27 23:00:00,2024-06-27 23:30:00,6.41,3.65,16.6245,1,1,0.96
2024-06-27 23:30:00,2024-06-28 00:00:00,4.16,2.64,16.4771,1,1,0.96
2024-06-28 00:00:00,2024-06-28 00:30:00,3.49,2.34,16.3335,1,1,0.96
2024-06-28 00:30:00,2024-06-28 01:00:00,1.95,1.65,16.1957,1,1,0.96
2024-06-28 01:00:00,2024-06-28 01:30:00,1.16,1.3,16.020400000000002,1,1,0.97
2024-06-28 01:30:00,2024-06-28 02:00:00,1.47,1.44,15.8461,1,1,0.97
2024-06-28 02:00:00,2024-06-28 02:30:00,1.85,1.61,15.6924,1,1,0.97
2024-06-28 02:30:00,2024-06-28 03:00:00,1.01,1.23,15.534600000000001,1,1,0.97
2024-06-28 03:00:00,2024-06-28 03:30:00,1.24,1.33,15.3827,1,1,0.97
2024-06-28 03:30:00,2024-06-28 04:00:00,1.07,1.26,15.2259,1,1,0.97
2024-06-28 04:00:00,2024-06-28 04:30:00,2.56,1.93,15.0797,1,1,0.97
2024-06-28 04:30:00,2024-06-28 05:00:00,1.72,1.55,14.9373,1,1,0.97
2024-06-28 05:00:00,2024-06-28 05:30:00,0.67,1.08,14.776,1,2,0.98
2024-06-28 05:30:00,2024-06-28 06:00:00,2.06,1.7,14.637,1,1,0.98
2024-06-28 06:00:00,2024-06-28 06:30:00,3.78,2.47,14.501299999999999,1,1,0.99
2024-06-28 06:30:00,2024-06-28 07:00:00,8.27,4.48,14.426099999999998,1,1,0.99
2024-06-28 07:00:00,2024-06-28 07:30:00,5.25,3.13,14.3005,1,1,0.99
2024-06-28 07:30:00,2024-06-28 08:00:00,9.45,5.01,14.2102,1,1,0.99
2024-06-28 08:00:00,2024-06-28 08:30:00,4.45,2.77,14.050999999999998,1,1,0.99
2024-06-28 08:30:00,2024-06-28 09:00:00,4.54,2.81,13.8677,1,1,0.99
2024-06-28 09:00:00,2024-06-28 09:30:00,2.1,1.72,13.687100000000001,1,1,0.99
2024-06-28 09:30:00,2024-06-28 10:00:00,0.9,1.18,13.470999999999998,1,1,0.99
2024-06-28 10:00:00,2024-06-28 10:30:00,0.21,0.88,13.273599999999998,1,2,1.0
2024-06-28 10:30:00,2024-06-28 11:00:00,1.05,1.25,13.0909,1,1,1.0
2024-06-28 11:00:00,2024-06-28 11:30:00,0.0,0.78,12.906099999999999,1,1,1.01
2024-06-28 11:30:00,2024-06-28 12:00:00,0.13,0.84,12.738300000000002,1,1,1.01
2024-06-28 12:00:00,2024-06-28 12:30:00,0.21,0.87,12.578500000000002,1,1,1.01
2024-06-28 12:30:00,2024-06-28 13:00:00,0.42,0.97,12.4273,1,1,1.01
2024-06-28 13:00:00,2024-06-28 13:30:00,0.04,0.8,12.276499999999999,1,1,1.01
2024-06-28 13:30:00,2024-06-28 14:00:00,0.0,0.78,12.1329,1,1,1.01
2024-06-28 14:00:00,2024-06-28 14:30:00,0.44,0.98,11.989700000000001,1,1,1.01
2024-06-28 14:30:00,2024-06-28 15:00:00,-1.05,0.31,11.841600000000001,1,1,1.01
2024-06-28 15:00:00,2024-06-28 15:30:00,-2.7,0.0,11.671800000000001,1,17,1.17
2024-06-28 15:30:00,2024-06-28 16:00:00,0.94,1.2,11.542200000000001,1,1,1.17
2024-06-28 16:00:00,2024-06-28 16:30:00,14.5,6.96,11.5428,1,1,1.18
2024-06-28 16:30:00,2024-06-28 17:00:00,19.51,9.2,11.5983,1,1,1.18
2024-06-28 17:00:00,2024-06-28 17:30:00,21.21,9.96,11.668600000000001,1,1,1.18
2024-06-28 17:30:00,2024-06-28 18:00:00,24.19,11.3,11.7643,1,1,1.18
2024-06-28 18:00:00,2024-06-28 18:30:00,28.74,13.33,11.747199999999998,1,1,1.18
2024-06-28 18:30:00,2024-06-28 19:00:00,30.45,14.1,11.7354,1,1,1.18
2024-06-28 19:00:00,2024-06-28 19:30:00,17.3,8.53,11.579699999999997,1,1,1.18
2024-06-28 19:30:00,2024-06-28 20:00:00,18.11,8.89,11.43,1,1,1.18
2024-06-28 20:00:00,2024-06-28 20:30:00,19.51,9.51,11.2524,1,1,1.18
2024-06-28 20:30:00,2024-06-28 21:00:00,19.82,9.65,11.078899999999999,1,1,1.18
2024-06-28 21:00:00,2024-06-28 21:30:00,20.37,9.9,11.0424,1,1,1.19
2024-06-28 21:30:00,2024-06-28 22:00:00,20.37,9.9,11.0151,1,1,1.19
2024-06-28 22:00:00,2024-06-28 22:30:00,20.37,9.9,10.992,1,1,1.19
2024-06-28 22:30:00,2024-06-28 23:00:00,18.9,9.24,10.971799999999998,1,1,1.19
2024-06-28 23:00:00,2024-06-28 23:30:00,18.9,9.24,10.955499999999999,1,1,1.19
2024-06-28 23:30:00,2024-06-29 00:00:00,19.64,9.57,10.962299999999997,1,1,1.19
2024-06-29 00:00:00,2024-06-29 00:30:00,19.15,9.35,10.9623,1,1,1.19
2024-06-29 00:30:00,2024-06-29 01:00:00,19.95,9.71,11.009,1,1,1.19
2024-06-29 01:00:00,2024-06-29 01:30:00,19.32,9.43,11.034600000000001,1,1,1.19
2024-06-29 01:30:00,2024-06-29 02:00:00,19.59,9.55,11.051300000000001,1,1,1.19
2024-06-29 02:00:00,2024-06-29 02:30:00,17.6,8.66,11.0677,1,1,1.2
2024-06-29 02:30:00,2024-06-29 03:00:00,16.38,8.11,11.065999999999999,1,1,1.2
2024-06-29 03:00:00,2024-06-29 03:30:00,17.43,8.58,11.0929,1,1,1.2
2024-06-29 03:30:00,2024-06-29 04:00:00,16.8,8.3,11.116,1,1,1.2
2024-06-29 04:00:00,2024-06-29 04:30:00,17.26,8.51,11.154399999999999,1,1,1.2
2024-06-29 04:30:00,2024-06-29 05:00:00,15.33,7.64,11.1899,1,1,1.2
2024-06-29 05:00:00,2024-06-29 05:30:00,17.14,8.45,11.2426,1,1,1.2
2024-06-29 05:30:00,2024-06-29 06:00:00,17.43,8.58,11.2943,1,1,1.2
2024-06-29 06:00:00,2024-06-29 06:30:00,14.16,7.12,11.307800000000002,1,1,1.2
2024-06-29 06:30:00,2024-06-29 07:00:00,17.64,8.68,11.368699999999999,1,1,1.19
2024-06-29 07:00:00,2024-06-29 07:30:00,14.45,7.25,11.399000000000001,1,1,1.2
2024-06-29 07:30:00,2024-06-29 08:00:00,15.75,7.83,11.421700000000001,1,1,1.2
2024-06-29 08:00:00,2024-06-29 08:30:00,17.43,8.58,11.4152,1,1,1.2
2024-06-29 08:30:00,2024-06-29 09:00:00,18.27,8.96,11.3929,1,1,1.2
2024-06-29 09:00:00,2024-06-29 09:30:00,18.8,9.19,11.4003,1,1,1.2
2024-06-29 09:30:00,2024-06-29 10:00:00,18.9,9.24,11.387700000000002,1,1,1.2
2024-06-29 10:00:00,2024-06-29 10:30:00,18.48,9.05,11.406,1,1,1.2
2024-06-29 10:30:00,2024-06-29 11:00:00,16.91,8.35,11.421800000000001,1,1,1.2
2024-06-29 11:00:00,2024-06-29 11:30:00,16.38,8.11,11.453300000000002,1,1,1.2
2024-06-29 11:30:00,2024-06-29 12:00:00,15.96,7.92,11.507900000000001,1,1,1.19
2024-06-29 12:00:00,2024-06-29 12:30:00,14.7,7.36,11.5604,1,1,1.2
2024-06-29 12:30:00,2024-06-29 13:00:00,14.05,7.07,11.616900000000001,1,1,1.2
2024-06-29 13:00:00,2024-06-29 13:30:00,13.44,6.8,11.6796,1,1,1.2
2024-06-29 13:30:00,2024-06-29 14:00:00,11.55,5.95,11.736299999999998,1,1,1.2
2024-06-29 14:00:00,2024-06-29 14:30:00,11.34,5.86,11.8077,1,1,1.2
2024-06-29 14:30:00,2024-06-29 15:00:00,11.34,5.86,11.8896,1,1,1.2
2024-06-29 15:00:00,2024-06-29 15:30:00,13.0,6.6,11.9944,1,1,1.2
2024-06-29 15:30:00,2024-06-29 16:00:00,12.49,6.37,12.1025,1,1,1.19
2024-06-29 16:00:00,2024-06-29 16:30:00,29.61,13.72,12.373400000000002,1,1,1.19
2024-06-29 16:30:00,2024-06-29 17:00:00,29.4,13.63,12.650599999999999,1,1,1.19
2024-06-29 17:00:00,2024-06-29 17:30:00,31.08,14.38,12.945300000000001,1,1,1.18
2024-06-29 17:30:00,2024-06-29 18:00:00,31.84,14.72,13.2291,1,1,1.18
2024-06-29 18:00:00,2024-06-29 18:30:00,35.2,16.22,13.385800000000001,1,1,1.18
2024-06-29 18:30:00,2024-06-29 19:00:00,35.53,16.37,13.5101,1,1,1.18
2024-06-29 19:00:00,2024-06-29 19:30:00,21.63,10.46,13.4752,1,1,1.18
2024-06-29 19:30:00,2024-06-29 20:00:00,21.22,10.28,13.4176,1,1,1.18
2024-06-29 20:00:00,2024-06-29 20:30:00,19.74,9.62,13.3226,1,1,1.18
2024-06-29 20:30:00,2024-06-29 21:00:00,20.08,9.77,13.2275,1,1,1.18
2024-06-29 21:00:00,2024-06-29 21:30:00,19.26,9.4,13.245400000000002,1,1,1.18
2024-06-29 21:30:00,2024-06-29 22:00:00,18.27,8.96,13.255900000000002,1,1,1.18
2024-06-29 22:00:00,2024-06-29 22:30:00,17.59,8.65,13.2554,1,1,1.18
2024-06-29 22:30:00,2024-06-29 23:00:00,15.96,7.92,13.2554,1,1,1.18
2024-06-29 23:00:00,2024-06-29 23:30:00,16.59,8.21,13.2529,1,1,1.18
2024-06-29 23:30:00,2024-06-30 00:00:00,16.65,8.23,13.2619,1,1,1.18
2024-06-30 00:00:00,2024-06-30 00:30:00,16.15,8.01,13.271199999999999,1,1,1.18
2024-06-30 00:30:00,2024-06-30 01:00:00,16.38,8.11,13.3174,1,1,1.18
2024-06-30 01:00:00,2024-06-30 01:30:00,16.36,8.1,13.416899999999998,1,1,1.18
2024-06-30 01:30:00,2024-06-30 02:00:00,16.17,8.02,13.537,1,1,1.18
2024-06-30 02:00:00,2024-06-30 02:30:00,15.54,7.74,13.6575,1,1,1.18
2024-06-30 02:30:00,2024-06-30 03:00:00,14.47,7.26,13.7827,1,1,1.18
2024-06-30 03:00:00,2024-06-30 03:30:00,13.65,6.89,13.9076,1,1,1.18
2024-06-30 03:30:00,2024-06-30 04:00:00,13.02,6.61,14.023100000000001,1,1,1.18
2024-06-30 04:00:00,2024-06-30 04:30:00,12.73,6.48,14.1319,1,1,1.18
2024-06-30 04:30:00,2024-06-30 05:00:00,11.05,5.72,14.2323,1,1,1.18
2024-06-30 05:00:00,2024-06-30 05:30:00,9.64,5.09,14.316299999999998,1,1,1.18
2024-06-30 05:30:00,2024-06-30 06:00:00,9.24,4.92,14.398,1,1,1.18
2024-06-30 06:00:00,2024-06-30 06:30:00,8.48,4.58,14.4572,1,1,1.18
2024-06-30 06:30:00,2024-06-30 07:00:00,9.1,4.85,14.531,1,1,1.18
2024-06-30 07:00:00,2024-06-30 07:30:00,8.17,4.44,14.606,1,1,1.17
2024-06-30 07:30:00,2024-06-30 08:00:00,9.1,4.85,14.676400000000001,1,1,1.17
2024-06-30 08:00:00,2024-06-30 08:30:00,10.92,5.67,14.7478,1,1,1.17
2024-06-30 08:30:00,2024-06-30 09:00:00,12.18,6.23,14.786900000000001,1,1,1.17
2024-06-30 09:00:00,2024-06-30 09:30:00,14.86,7.43,14.883000000000003,1,1,1.17
2024-06-30 09:30:00,2024-06-30 10:00:00,15.75,7.83,14.946000000000002,1,1,1.17
2024-06-30 10:00:00,2024-06-30 10:30:00,16.38,8.11,15.0653,1,1,1.17
2024-06-30 10:30:00,2024-06-30 11:00:00,16.55,8.19,15.1854,1,1,1.17
2024-06-30 11:00:00,2024-06-30 11:30:00,16.38,8.11,15.328199999999999,1,1,1.17
2024-06-30 11:30:00,2024-06-30 12:00:00,16.38,8.11,15.482999999999999,1,1,1.17
2024-06-30 12:00:00,2024-06-30 12:30:00,17.2,8.48,15.652899999999999,1,1,1.16
2024-06-30 12:30:00,2024-06-30 13:00:00,16.38,8.11,15.8062,1,1,1.16
2024-06-30 13:00:00,2024-06-30 13:30:00,16.8,8.3,15.974200000000002,1,1,1.16
2024-06-30 13:30:00,2024-06-30 14:00:00,16.38,8.11,16.136699999999998,1,1,1.16
2024-06-30 14:00:00,2024-06-30 14:30:00,16.59,8.21,16.3005,1,1,1.16
2024-06-30 14:30:00,2024-06-30 15:00:00,16.38,8.11,16.4601,1,1,1.16
2024-06-30 15:00:00,2024-06-30 15:30:00,15.98,7.93,16.619500000000002,1,1,1.16
2024-06-30 15:30:00,2024-06-30 16:00:00,16.38,8.11,16.7833,1,1,1.16
2024-06-30 16:00:00,2024-06-30 16:30:00,30.53,14.14,17.0842,1,1,1.16
2024-06-30 16:30:00,2024-06-30 17:00:00,30.81,14.26,17.4028,1,1,1.16
2024-06-30 17:00:00,2024-06-30 17:30:00,32.23,14.9,17.7521,1,1,1.0
2024-06-30 17:30:00,2024-06-30 18:00:00,32.19,14.88,18.0646,1,1,1.0
2024-06-30 18:00:00,2024-06-30 18:30:00,31.92,14.76,18.238799999999998,1,1,1.0
2024-06-30 18:30:00,2024-06-30 19:00:00,32.66,15.09,18.3703,1,1,1.0
2024-06-30 19:00:00,2024-06-30 19:30:00,19.74,9.62,18.3556,1,1,1.0
2024-06-30 19:30:00,2024-06-30 20:00:00,19.05,9.31,18.304199999999998,1,1,1.0
2024-06-30 20:00:00,2024-06-30 20:30:00,19.72,9.61,18.214,1,1,1.0
2024-06-30 20:30:00,2024-06-30 21:00:00,18.48,9.05,18.0943,1,1,1.0
2024-06-30 21:00:00,2024-06-30 21:30:00,20.18,9.81,18.1231,1,1,1.0
2024-06-30 21:30:00,2024-06-30 22:00:00,19.74,9.62,18.139400000000002,1,1,1.0
2024-06-30 22:00:00,2024-06-30 22:30:00,19.53,9.52,18.1396,1,1,1.0
2024-06-30 22:30:00,2024-06-30 23:00:00,17.43,8.58,18.1157,1,1,1.0
2024-06-30 23:00:00,2024-06-30 23:30:00,16.59,8.21,18.0779,1,1,1.0
2024-06-30 23:30:00,2024-07-01 00:00:00,17.22,8.49,18.046400000000002,1,1,1.0
2024-07-01 00:00:00,2024-07-01 00:30:00,17.28,8.52,18.0155,1,1,1.0
2024-07-01 00:30:00,2024-07-01 01:00:00,16.25,8.06,17.989,1,1,1.0
2024-07-01 01:00:00,2024-07-01 01:30:00,14.86,7.43,17.9486,1,1,1.0
2024-07-01 01:30:00,2024-07-01 02:00:00,14.52,7.28,17.8974,1,1,1.0
2024-07-01 02:00:00,2024-07-01 02:30:00,14.29,7.18,17.8488,1,1,1.0
2024-07-01 02:30:00,2024-07-01 03:00:00,13.86,6.98,17.7879,1,1,1.0
2024-07-01 03:00:00,2024-07-01 03:30:00,14.64,7.33,17.741100000000003,1,1,1.0
2024-07-01 03:30:00,2024-07-01 04:00:00,14.18,7.12,17.686999999999998,1,1,1.0
2024-07-01 04:00:00,2024-07-01 04:30:00,14.11,7.1,17.6521,1,1,1.0
2024-07-01 04:30:00,2024-07-01 05:00:00,13.65,6.89,17.6248,1,1,1.0
2024-07-01 05:00:00,2024-07-01 05:30:00,15.75,7.83,17.608,1,1,1.0
2024-07-01 05:30:00,2024-07-01 06:00:00,16.91,8.35,17.6091,1,1,1.0
2024-07-01 06:00:00,2024-07-01 06:30:00,16.8,8.3,17.6045,1,1,1.0
2024-07-01 06:30:00,2024-07-01 07:00:00,18.69,9.14,17.638099999999998,1,1,1.0
2024-07-01 07:00:00,2024-07-01 07:30:00,18.9,9.24,17.6557,1,1,1.0
2024-07-01 07:30:00,2024-07-01 08:00:00,20.39,9.91,17.685299999999998,1,1,1.0
2024-07-01 08:00:00,2024-07-01 08:30:00,19.07,9.32,17.734399999999997,1,1,1.0
2024-07-01 08:30:00,2024-07-01 09:00:00,19.03,9.3,17.7483,1,1,1.0
2024-07-01 09:00:00,2024-07-01 09:30:00,18.98,9.28,17.793599999999998,1,1,1.0
2024-07-01 09:30:00,2024-07-01 10:00:00,18.77,9.18,17.8238,1,1,1.0
2024-07-01 10:00:00,2024-07-01 10:30:00,18.27,8.96,17.8322,1,1,1.0
2024-07-01 10:30:00,2024-07-01 11:00:00,16.97,8.38,17.8192,1,1,1.0
2024-07-01 11:00:00,2024-07-01 11:30:00,18.31,8.98,17.8143,1,1,1.0
2024-07-01 11:30:00,2024-07-01 12:00:00,18.0,8.84,17.8053,1,1,1.0
2024-07-01 12:00:00,2024-07-01 12:30:00,18.09,8.88,17.801399999999997,1,1,1.0
2024-07-01 12:30:00,2024-07-01 13:00:00,17.22,8.49,17.8045,1,1,1.0
2024-07-01 13:00:00,2024-07-01 13:30:00,15.54,7.74,17.7961,1,1,1.0
2024-07-01 13:30:00,2024-07-01 14:00:00,15.33,7.64,17.7898,1,1,1.0
2024-07-01 14:00:00,2024-07-01 14:30:00,15.04,7.51,17.7932,1,1,1.0
2024-07-01 14:30:00,2024-07-01 15:00:00,14.7,7.36,17.799699999999998,1,1,1.0
2024-07-01 15:00:00,2024-07-01 15:30:00,13.5,6.82,17.8003,1,1,1.0
2024-07-01 15:30:00,2024-07-01 16:00:00,14.07,7.08,17.8255,1,1,1.0
2024-07-01 16:00:00,2024-07-01 16:30:00,28.92,13.41,18.0013,1,1,1.0
2024-07-01 16:30:00,2024-07-01 17:00:00,30.28,14.02,18.1907,1,1,1.0
2024-07-01 17:00:00,2024-07-01 17:30:00,30.06,13.93,18.3613,1,1,1.0
2024-07-01 17:30:00,2024-07-01 18:00:00,31.02,14.35,18.5466,1,1,1.0
2024-07-01 18:00:00,2024-07-01 18:30:00,33.23,15.35,18.5828,1,1,1.0
2024-07-01 18:30:00,2024-07-01 19:00:00,33.15,15.31,18.6203,1,1,1.0
2024-07-01 19:00:00,2024-07-01 19:30:00,19.53,9.52,18.5048,1,1,1.0
2024-07-01 19:30:00,2024-07-01 20:00:00,18.92,9.25,18.3756,1,1,1.0
2024-07-01 20:00:00,2024-07-01 20:30:00,19.53,9.52,18.218899999999998,1,1,1.0
2024-07-01 20:30:00,2024-07-01 21:00:00,18.14,8.9,18.045,1,1,1.0
2024-07-01 21:00:00,2024-07-01 21:30:00,18.15,8.9,18.0102,1,1,1.0
2024-07-01 21:30:00,2024-07-01 22:00:00,17.26,8.51,17.9706,1,1,1.0
2024-07-01 22:00:00,2024-07-01 22:30:00,17.85,8.77,17.951700000000002,1,1,1.0
2024-07-01 22:30:00,2024-07-01 23:00:00,15.39,7.67,17.9048,1,1,1.0
